Email,Label
"Alice called, they want you to call back as soon as possible",Ham
LIMITED TIME OFFER: 90% off all Teslas! Buy now!,Spam
Increase your stamina and performance tonight! Special discount.,Spam
URGENT: Your Amazon account has been locked due to suspicious activity!,Spam
Attached is the invoice for the Q3 budget consulting services.,Ham
Notes from the software update meeting have been uploaded,Ham
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Your Bank of America invoice #98765 is overdue. Pay $500 immediately to avoid fees.,Spam
Your Apple package has been delivered to your front porch,Ham
Don't forget to submit your weekly timesheet by Tuesday 5 PM,Ham
Buy cheap followers and likes for your Instagram and TikTok,Spam
Happy Birthday Sarah! Wishing you a great day and a fantastic year ahead,Ham
"Alice called, they want you to call back as soon as possible",Ham
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Attached is the invoice for the sales strategy consulting services.,Ham
Increase your stamina and performance tonight! Special discount.,Spam
Can we push the deadline for the Q3 budget to next Friday?,Ham
You have been selected for a free Rolex watch. Claim now!,Spam
Your flight reservation to New York for this weekend is confirmed.,Ham
"Let's reschedule our call to 3 PM this weekend, I have a conflict right now",Ham
Your flight reservation to New York for this weekend is confirmed.,Ham
"Claim your $100 PayPal Gift Card now, click the link below",Spam
Your Google invoice #98765 is overdue. Pay $1000 immediately to avoid fees.,Spam
Security Alert: Please verify your Facebook credentials immediately,Spam
Can we push the deadline for the software update to next Wednesday?,Ham
Can you review this pull request when you have some free time Tuesday?,Ham
Claim your inherited $1000 from a distant relative in Africa,Spam
Meeting agenda for Monday's team sync regarding software update,Ham
Happy Birthday your boss! Wishing you a great day and a fantastic year ahead,Ham
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
"I will be out of office until Thursday. For urgent matters, contact Alice.",Ham
"Claim your inherited 10,000 USD from a distant relative in Africa",Spam
Notes from the design feedback meeting have been uploaded,Ham
Monthly marketing report attached for your review and approval,Ham
"Mike called, they want you to call back as soon as possible",Ham
Can we push the deadline for the Q3 budget to next Monday?,Ham
Update on the Q3 budget schedule for Q3,Ham
Buy cheap followers and likes for your Instagram and TikTok,Spam
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
Receipt for your recent Uber ride on Wednesday,Ham
Your PayPal package has been delivered to your front porch,Ham
You have been selected for a free iPhone 15 Pro. Claim now!,Spam
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
"I will be out of office until Thursday. For urgent matters, contact Emma.",Ham
Earn 50 Bitcoin a day working from home doing absolutely nothing!,Spam
Your Apple invoice #98765 is overdue. Pay 50 Bitcoin immediately to avoid fees.,Spam
Update on the sales strategy schedule for Q3,Ham
"Hey John, are we still on for lunch Thursday at the usual spot?",Ham
Can we push the deadline for the marketing report to next Thursday?,Ham
Earn 50 Bitcoin a day working from home doing absolutely nothing!,Spam
Buy cheap followers and likes for your Instagram and TikTok,Spam
LIMITED TIME OFFER: 90% off all Teslas! Buy now!,Spam
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
"Final notice: Pay your tax debt of $1,000,000 immediately to avoid jail time",Spam
Thanks for the great presentation today on software update! The clients loved it.,Ham
Your Amazon package has been delivered to your front porch,Ham
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Can we push the deadline for the Q3 budget to next this weekend?,Ham
You are the 1000th visitor! Click here to claim your Tesla.,Spam
Don't forget to submit your weekly timesheet by Monday 5 PM,Ham
"Claim your inherited 10,000 USD from a distant relative in Africa",Spam
Update on the software update schedule for Q3,Ham
Buy cheap followers and likes for your Instagram and TikTok,Spam
Attached is the invoice for the marketing report consulting services.,Ham
"Your Amazon invoice #98765 is overdue. Pay 10,000 USD immediately to avoid fees.",Spam
You are the 1000th visitor! Click here to claim your MacBook Pro.,Spam
You have been selected for a free Rolex watch. Claim now!,Spam
Increase your stamina and performance tonight! Special discount.,Spam
Meeting agenda for this weekend's team sync regarding design feedback,Ham
You are the 1000th visitor! Click here to claim your iPhone 15 Pro.,Spam
"David called, they want you to call back as soon as possible",Ham
Can we push the deadline for the Q3 budget to next Monday?,Ham
"Hey Emma, are we still on for lunch Wednesday at the usual spot?",Ham
Buy cheap followers and likes for your Instagram and TikTok,Spam
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Attached is the invoice for the sales strategy consulting services.,Ham
URGENT: Your Netflix account has been locked due to suspicious activity!,Spam
LIMITED TIME OFFER: 90% off all Luxury Vacations! Buy now!,Spam
Update on the design feedback schedule for Q3,Ham
Your Apple invoice #98765 is overdue. Pay $500 immediately to avoid fees.,Spam
Are you free Wednesday for a quick coffee and catch up?,Ham
Invitation: Product Launch Event next Tuesday at the main hall,Ham
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Don't forget to submit your weekly timesheet by Thursday 5 PM,Ham
LIMITED TIME OFFER: 90% off all Teslas! Buy now!,Spam
"Mike called, they want you to call back as soon as possible",Ham
Final notice: Pay your tax debt of $1000 immediately to avoid jail time,Spam
LIMITED TIME OFFER: 90% off all Rolex watchs! Buy now!,Spam
Receipt for your recent Uber ride on this weekend,Ham
Happy Birthday Alice! Wishing you a great day and a fantastic year ahead,Ham
Are you free Monday for a quick coffee and catch up?,Ham
Invitation: Product Launch Event next Friday at the main hall,Ham
Final notice: Pay your tax debt of $1000 immediately to avoid jail time,Spam
Security Alert: Please verify your Facebook credentials immediately,Spam
"Claim your $1,000,000 Amazon Gift Card now, click the link below",Spam
"Alice called, they want you to call back as soon as possible",Ham
Meeting agenda for Wednesday's team sync regarding sales strategy,Ham
URGENT: Your Google account has been locked due to suspicious activity!,Spam
Monthly sales strategy attached for your review and approval,Ham
Security Alert: Please verify your Netflix credentials immediately,Spam
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
"Claim your inherited 10,000 USD from a distant relative in Africa",Spam
Thanks for the great presentation today on software update! The clients loved it.,Ham
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Can we push the deadline for the Q3 budget to next this weekend?,Ham
Can we push the deadline for the sales strategy to next Tuesday?,Ham
URGENT: Your Facebook account has been locked due to suspicious activity!,Spam
Your Facebook package has been delivered to your front porch,Ham
Your flight reservation to New York for Monday is confirmed.,Ham
You have been selected for a free Tesla. Claim now!,Spam
URGENT: Your Facebook account has been locked due to suspicious activity!,Spam
Earn $1000 a day working from home doing absolutely nothing!,Spam
Can you review this pull request when you have some free time Friday?,Ham
Buy cheap followers and likes for your Instagram and TikTok,Spam
"Earn $1,000,000 a day working from home doing absolutely nothing!",Spam
URGENT: Your Netflix account has been locked due to suspicious activity!,Spam
Attached is the invoice for the Q3 budget consulting services.,Ham
Your Bank of America invoice #98765 is overdue. Pay $500 immediately to avoid fees.,Spam
"Hey John, are we still on for lunch Wednesday at the usual spot?",Ham
URGENT: Your Google account has been locked due to suspicious activity!,Spam
You are the 1000th visitor! Click here to claim your Tesla.,Spam
URGENT: Your Google account has been locked due to suspicious activity!,Spam
Meeting agenda for Tuesday's team sync regarding software update,Ham
Buy cheap followers and likes for your Instagram and TikTok,Spam
Thanks for the great presentation today on sales strategy! The clients loved it.,Ham
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Earn $1000 a day working from home doing absolutely nothing!,Spam
"your boss called, they want you to call back as soon as possible",Ham
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
Your flight reservation to New York for Tuesday is confirmed.,Ham
"I will be out of office until Thursday. For urgent matters, contact Alice.",Ham
Buy cheap followers and likes for your Instagram and TikTok,Spam
Happy Birthday Emma! Wishing you a great day and a fantastic year ahead,Ham
Happy Birthday Mike! Wishing you a great day and a fantastic year ahead,Ham
Happy Birthday your boss! Wishing you a great day and a fantastic year ahead,Ham
Final notice: Pay your tax debt of 50 Bitcoin immediately to avoid jail time,Spam
Security Alert: Please verify your Facebook credentials immediately,Spam
LIMITED TIME OFFER: 90% off all Luxury Vacations! Buy now!,Spam
Your Facebook invoice #98765 is overdue. Pay $500 immediately to avoid fees.,Spam
Your Facebook package has been delivered to your front porch,Ham
Buy cheap followers and likes for your Instagram and TikTok,Spam
LIMITED TIME OFFER: 90% off all iPhone 15 Pros! Buy now!,Spam
"Your Netflix invoice #98765 is overdue. Pay $1,000,000 immediately to avoid fees.",Spam
Receipt for your recent Uber ride on Wednesday,Ham
Attached is the invoice for the Q3 budget consulting services.,Ham
Claim your inherited 50 Bitcoin from a distant relative in Africa,Spam
Monthly Q3 budget attached for your review and approval,Ham
URGENT: Your Google account has been locked due to suspicious activity!,Spam
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
URGENT: Your Bank of America account has been locked due to suspicious activity!,Spam
"Your Amazon invoice #98765 is overdue. Pay $1,000,000 immediately to avoid fees.",Spam
Get rich quick with this secret crypto investment strategy,Spam
Are you free Friday for a quick coffee and catch up?,Ham
"I will be out of office until this weekend. For urgent matters, contact Emma.",Ham
You are the 1000th visitor! Click here to claim your Tesla.,Spam
"Final notice: Pay your tax debt of 10,000 USD immediately to avoid jail time",Spam
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
"Claim your $50,000 PayPal Gift Card now, click the link below",Spam
"John called, they want you to call back as soon as possible",Ham
Your flight reservation to New York for Tuesday is confirmed.,Ham
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
You have been selected for a free Tesla. Claim now!,Spam
Don't forget to submit your weekly timesheet by Tuesday 5 PM,Ham
Your Google package has been delivered to your front porch,Ham
Can you review this pull request when you have some free time this weekend?,Ham
Claim your inherited 50 Bitcoin from a distant relative in Africa,Spam
Are you free Tuesday for a quick coffee and catch up?,Ham
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
Are you free Thursday for a quick coffee and catch up?,Ham
Don't forget to submit your weekly timesheet by Wednesday 5 PM,Ham
Get rich quick with this secret crypto investment strategy,Spam
Draft contract for the new vendor is attached. Please review by Monday.,Ham
"Emma called, they want you to call back as soon as possible",Ham
"Claim your inherited $1,000,000 from a distant relative in Africa",Spam
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
LIMITED TIME OFFER: 90% off all Teslas! Buy now!,Spam
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
"Claim your inherited $50,000 from a distant relative in Africa",Spam
Invitation: Product Launch Event next Wednesday at the main hall,Ham
Invitation: Product Launch Event next this weekend at the main hall,Ham
You have been selected for a free MacBook Pro. Claim now!,Spam
Security Alert: Please verify your Google credentials immediately,Spam
Security Alert: Please verify your Netflix credentials immediately,Spam
Happy Birthday John! Wishing you a great day and a fantastic year ahead,Ham
Get rich quick with this secret crypto investment strategy,Spam
You are the 1000th visitor! Click here to claim your Tesla.,Spam
Earn 50 Bitcoin a day working from home doing absolutely nothing!,Spam
You have been selected for a free Rolex watch. Claim now!,Spam
Earn $1000 a day working from home doing absolutely nothing!,Spam
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Draft contract for the new vendor is attached. Please review by Wednesday.,Ham
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
Your flight reservation to New York for Thursday is confirmed.,Ham
Update on the marketing report schedule for Q3,Ham
Final notice: Pay your tax debt of $1000 immediately to avoid jail time,Spam
"Claim your $1,000,000 Netflix Gift Card now, click the link below",Spam
Security Alert: Please verify your Bank of America credentials immediately,Spam
URGENT: Your PayPal account has been locked due to suspicious activity!,Spam
Buy cheap followers and likes for your Instagram and TikTok,Spam
Your Facebook package has been delivered to your front porch,Ham
"Let's reschedule our call to 3 PM Thursday, I have a conflict right now",Ham
Can we push the deadline for the design feedback to next Tuesday?,Ham
Attached is the invoice for the software update consulting services.,Ham
Increase your stamina and performance tonight! Special discount.,Spam
Happy Birthday Alice! Wishing you a great day and a fantastic year ahead,Ham
Meeting agenda for Thursday's team sync regarding Q3 budget,Ham
Can we push the deadline for the sales strategy to next Wednesday?,Ham
Monthly marketing report attached for your review and approval,Ham
Claim your inherited 50 Bitcoin from a distant relative in Africa,Spam
Final notice: Pay your tax debt of 50 Bitcoin immediately to avoid jail time,Spam
Receipt for your recent Uber ride on this weekend,Ham
Thanks for the great presentation today on software update! The clients loved it.,Ham
Don't forget to submit your weekly timesheet by Wednesday 5 PM,Ham
Meeting agenda for Thursday's team sync regarding design feedback,Ham
Happy Birthday David! Wishing you a great day and a fantastic year ahead,Ham
"Your Apple invoice #98765 is overdue. Pay $1,000,000 immediately to avoid fees.",Spam
LIMITED TIME OFFER: 90% off all Luxury Vacations! Buy now!,Spam
You are the 1000th visitor! Click here to claim your iPhone 15 Pro.,Spam
URGENT: Your Amazon account has been locked due to suspicious activity!,Spam
"Let's reschedule our call to 3 PM Tuesday, I have a conflict right now",Ham
Buy cheap followers and likes for your Instagram and TikTok,Spam
"your boss called, they want you to call back as soon as possible",Ham
Attached is the invoice for the marketing report consulting services.,Ham
LIMITED TIME OFFER: 90% off all iPhone 15 Pros! Buy now!,Spam
"I will be out of office until Wednesday. For urgent matters, contact your boss.",Ham
Claim your inherited $1000 from a distant relative in Africa,Spam
Notes from the sales strategy meeting have been uploaded,Ham
Receipt for your recent Uber ride on Wednesday,Ham
Claim your inherited 50 Bitcoin from a distant relative in Africa,Spam
"Claim your $50,000 Google Gift Card now, click the link below",Spam
"Hey Sarah, are we still on for lunch Wednesday at the usual spot?",Ham
"I will be out of office until Tuesday. For urgent matters, contact Alice.",Ham
Update on the marketing report schedule for Q3,Ham
Thanks for the great presentation today on software update! The clients loved it.,Ham
Can you review this pull request when you have some free time Wednesday?,Ham
Security Alert: Please verify your PayPal credentials immediately,Spam
You are the 1000th visitor! Click here to claim your MacBook Pro.,Spam
"Hey David, are we still on for lunch Wednesday at the usual spot?",Ham
Security Alert: Please verify your Apple credentials immediately,Spam
Don't forget to submit your weekly timesheet by Wednesday 5 PM,Ham
Monthly sales strategy attached for your review and approval,Ham
Notes from the Q3 budget meeting have been uploaded,Ham
Monthly software update attached for your review and approval,Ham
LIMITED TIME OFFER: 90% off all MacBook Pros! Buy now!,Spam
Can you review this pull request when you have some free time Wednesday?,Ham
"Claim your inherited $50,000 from a distant relative in Africa",Spam
URGENT: Your Bank of America account has been locked due to suspicious activity!,Spam
Get rich quick with this secret crypto investment strategy,Spam
Draft contract for the new vendor is attached. Please review by Tuesday.,Ham
Draft contract for the new vendor is attached. Please review by Wednesday.,Ham
"I will be out of office until Friday. For urgent matters, contact Sarah.",Ham
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
Security Alert: Please verify your Bank of America credentials immediately,Spam
You have been selected for a free Luxury Vacation. Claim now!,Spam
Your Google package has been delivered to your front porch,Ham
Monthly sales strategy attached for your review and approval,Ham
Don't forget to submit your weekly timesheet by this weekend 5 PM,Ham
Your Apple invoice #98765 is overdue. Pay $1000 immediately to avoid fees.,Spam
Final notice: Pay your tax debt of $500 immediately to avoid jail time,Spam
You have been selected for a free Tesla. Claim now!,Spam
URGENT: Your Google account has been locked due to suspicious activity!,Spam
Update on the Q3 budget schedule for Q3,Ham
Your PayPal package has been delivered to your front porch,Ham
Final notice: Pay your tax debt of $100 immediately to avoid jail time,Spam
Notes from the sales strategy meeting have been uploaded,Ham
"Claim your $50,000 Amazon Gift Card now, click the link below",Spam
Notes from the design feedback meeting have been uploaded,Ham
Earn $500 a day working from home doing absolutely nothing!,Spam
You have been selected for a free MacBook Pro. Claim now!,Spam
Earn 50 Bitcoin a day working from home doing absolutely nothing!,Spam
"Final notice: Pay your tax debt of $1,000,000 immediately to avoid jail time",Spam
Your Bank of America invoice #98765 is overdue. Pay $100 immediately to avoid fees.,Spam
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
Receipt for your recent Uber ride on this weekend,Ham
"Your PayPal invoice #98765 is overdue. Pay $50,000 immediately to avoid fees.",Spam
Meeting agenda for Wednesday's team sync regarding Q3 budget,Ham
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Attached is the invoice for the Q3 budget consulting services.,Ham
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
"Claim your inherited $50,000 from a distant relative in Africa",Spam
Meeting agenda for Thursday's team sync regarding Q3 budget,Ham
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
Thanks for the great presentation today on marketing report! The clients loved it.,Ham
"your boss called, they want you to call back as soon as possible",Ham
Your flight reservation to New York for Thursday is confirmed.,Ham
You have been selected for a free MacBook Pro. Claim now!,Spam
Meeting agenda for this weekend's team sync regarding design feedback,Ham
Monthly design feedback attached for your review and approval,Ham
Are you free Friday for a quick coffee and catch up?,Ham
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
You are the 1000th visitor! Click here to claim your Tesla.,Spam
Meeting agenda for Monday's team sync regarding marketing report,Ham
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Your flight reservation to New York for Tuesday is confirmed.,Ham
Are you free Wednesday for a quick coffee and catch up?,Ham
"Final notice: Pay your tax debt of $1,000,000 immediately to avoid jail time",Spam
Invitation: Product Launch Event next Friday at the main hall,Ham
Attached is the invoice for the software update consulting services.,Ham
"Sarah called, they want you to call back as soon as possible",Ham
Can we push the deadline for the design feedback to next Monday?,Ham
Don't forget to submit your weekly timesheet by Friday 5 PM,Ham
URGENT: Your Facebook account has been locked due to suspicious activity!,Spam
Get rich quick with this secret crypto investment strategy,Spam
URGENT: Your Amazon account has been locked due to suspicious activity!,Spam
"Final notice: Pay your tax debt of $50,000 immediately to avoid jail time",Spam
URGENT: Your PayPal account has been locked due to suspicious activity!,Spam
Earn $1000 a day working from home doing absolutely nothing!,Spam
"Let's reschedule our call to 3 PM Wednesday, I have a conflict right now",Ham
Can you review this pull request when you have some free time this weekend?,Ham
Get rich quick with this secret crypto investment strategy,Spam
Monthly design feedback attached for your review and approval,Ham
"Hey Mike, are we still on for lunch Friday at the usual spot?",Ham
Notes from the Q3 budget meeting have been uploaded,Ham
Notes from the sales strategy meeting have been uploaded,Ham
Thanks for the great presentation today on design feedback! The clients loved it.,Ham
Notes from the marketing report meeting have been uploaded,Ham
Your flight reservation to New York for Monday is confirmed.,Ham
Attached is the invoice for the marketing report consulting services.,Ham
"Alice called, they want you to call back as soon as possible",Ham
Earn 50 Bitcoin a day working from home doing absolutely nothing!,Spam
Attached is the invoice for the design feedback consulting services.,Ham
Your Netflix package has been delivered to your front porch,Ham
Your flight reservation to New York for Friday is confirmed.,Ham
Receipt for your recent Uber ride on Monday,Ham
You have been selected for a free MacBook Pro. Claim now!,Spam
Monthly software update attached for your review and approval,Ham
LIMITED TIME OFFER: 90% off all iPhone 15 Pros! Buy now!,Spam
You have been selected for a free Tesla. Claim now!,Spam
You have been selected for a free MacBook Pro. Claim now!,Spam
Get rich quick with this secret crypto investment strategy,Spam
Your flight reservation to New York for this weekend is confirmed.,Ham
Increase your stamina and performance tonight! Special discount.,Spam
Final notice: Pay your tax debt of $1000 immediately to avoid jail time,Spam
Notes from the sales strategy meeting have been uploaded,Ham
You have been selected for a free Rolex watch. Claim now!,Spam
LIMITED TIME OFFER: 90% off all iPhone 15 Pros! Buy now!,Spam
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
"Claim your $1000 Google Gift Card now, click the link below",Spam
"Earn $50,000 a day working from home doing absolutely nothing!",Spam
Can we push the deadline for the Q3 budget to next Wednesday?,Ham
LIMITED TIME OFFER: 90% off all Luxury Vacations! Buy now!,Spam
Are you free this weekend for a quick coffee and catch up?,Ham
Attached is the invoice for the sales strategy consulting services.,Ham
Can we push the deadline for the marketing report to next Wednesday?,Ham
LIMITED TIME OFFER: 90% off all iPhone 15 Pros! Buy now!,Spam
Monthly sales strategy attached for your review and approval,Ham
Don't forget to submit your weekly timesheet by Monday 5 PM,Ham
Buy cheap followers and likes for your Instagram and TikTok,Spam
Your Bank of America package has been delivered to your front porch,Ham
Your Bank of America package has been delivered to your front porch,Ham
"Alice called, they want you to call back as soon as possible",Ham
Receipt for your recent Uber ride on Tuesday,Ham
Invitation: Product Launch Event next Friday at the main hall,Ham
Meeting agenda for Tuesday's team sync regarding design feedback,Ham
Thanks for the great presentation today on design feedback! The clients loved it.,Ham
URGENT: Your Apple account has been locked due to suspicious activity!,Spam
Claim your inherited $1000 from a distant relative in Africa,Spam
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Can you review this pull request when you have some free time Thursday?,Ham
You have been selected for a free iPhone 15 Pro. Claim now!,Spam
Your flight reservation to New York for Monday is confirmed.,Ham
Get rich quick with this secret crypto investment strategy,Spam
Monthly software update attached for your review and approval,Ham
"Claim your $1,000,000 Netflix Gift Card now, click the link below",Spam
URGENT: Your Bank of America account has been locked due to suspicious activity!,Spam
Can we push the deadline for the design feedback to next Wednesday?,Ham
Can we push the deadline for the software update to next this weekend?,Ham
Meeting agenda for Thursday's team sync regarding marketing report,Ham
"Sarah called, they want you to call back as soon as possible",Ham
Buy cheap followers and likes for your Instagram and TikTok,Spam
Final notice: Pay your tax debt of $1000 immediately to avoid jail time,Spam
Buy cheap followers and likes for your Instagram and TikTok,Spam
Security Alert: Please verify your PayPal credentials immediately,Spam
Notes from the Q3 budget meeting have been uploaded,Ham
"Your Google invoice #98765 is overdue. Pay 10,000 USD immediately to avoid fees.",Spam
Earn 50 Bitcoin a day working from home doing absolutely nothing!,Spam
Draft contract for the new vendor is attached. Please review by Friday.,Ham
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
"I will be out of office until Thursday. For urgent matters, contact Mike.",Ham
"Claim your 10,000 USD Bank of America Gift Card now, click the link below",Spam
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Claim your inherited 50 Bitcoin from a distant relative in Africa,Spam
Increase your stamina and performance tonight! Special discount.,Spam
LIMITED TIME OFFER: 90% off all MacBook Pros! Buy now!,Spam
Increase your stamina and performance tonight! Special discount.,Spam
Final notice: Pay your tax debt of $500 immediately to avoid jail time,Spam
Thanks for the great presentation today on sales strategy! The clients loved it.,Ham
"Sarah called, they want you to call back as soon as possible",Ham
Invitation: Product Launch Event next Wednesday at the main hall,Ham
Meeting agenda for Monday's team sync regarding marketing report,Ham
URGENT: Your Google account has been locked due to suspicious activity!,Spam
Your Amazon package has been delivered to your front porch,Ham
You are the 1000th visitor! Click here to claim your MacBook Pro.,Spam
Invitation: Product Launch Event next Friday at the main hall,Ham
Meeting agenda for Friday's team sync regarding Q3 budget,Ham
"John called, they want you to call back as soon as possible",Ham
You are the 1000th visitor! Click here to claim your Tesla.,Spam
"Hey Alice, are we still on for lunch this weekend at the usual spot?",Ham
Increase your stamina and performance tonight! Special discount.,Spam
"Claim your $1000 Facebook Gift Card now, click the link below",Spam
Final notice: Pay your tax debt of $500 immediately to avoid jail time,Spam
Attached is the invoice for the design feedback consulting services.,Ham
Get rich quick with this secret crypto investment strategy,Spam
"Mike called, they want you to call back as soon as possible",Ham
Get rich quick with this secret crypto investment strategy,Spam
Happy Birthday your boss! Wishing you a great day and a fantastic year ahead,Ham
Are you free Tuesday for a quick coffee and catch up?,Ham
URGENT: Your Bank of America account has been locked due to suspicious activity!,Spam
You have been selected for a free Tesla. Claim now!,Spam
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
You are the 1000th visitor! Click here to claim your Rolex watch.,Spam
Attached is the invoice for the software update consulting services.,Ham
URGENT: Your Amazon account has been locked due to suspicious activity!,Spam
Draft contract for the new vendor is attached. Please review by this weekend.,Ham
Update on the Q3 budget schedule for Q3,Ham
Attached is the invoice for the marketing report consulting services.,Ham
"I will be out of office until this weekend. For urgent matters, contact Alice.",Ham
URGENT: Your Netflix account has been locked due to suspicious activity!,Spam
"Emma called, they want you to call back as soon as possible",Ham
Are you free Monday for a quick coffee and catch up?,Ham
Security Alert: Please verify your Bank of America credentials immediately,Spam
"Earn 10,000 USD a day working from home doing absolutely nothing!",Spam
Increase your stamina and performance tonight! Special discount.,Spam
You have been selected for a free MacBook Pro. Claim now!,Spam
Double your Bitcoin in 24 hours guaranteed or your money back,Spam
Update on the Q3 budget schedule for Q3,Ham
Can you review this pull request when you have some free time Wednesday?,Ham
Increase your stamina and performance tonight! Special discount.,Spam
Draft contract for the new vendor is attached. Please review by Wednesday.,Ham
"Let's reschedule our call to 3 PM Tuesday, I have a conflict right now",Ham
Don't forget to submit your weekly timesheet by Thursday 5 PM,Ham
Happy Birthday Alice! Wishing you a great day and a fantastic year ahead,Ham
Buy cheap followers and likes for your Instagram and TikTok,Spam
Increase your stamina and performance tonight! Special discount.,Spam
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Draft contract for the new vendor is attached. Please review by Tuesday.,Ham
URGENT: Your Facebook account has been locked due to suspicious activity!,Spam
Receipt for your recent Uber ride on Monday,Ham
You are the 1000th visitor! Click here to claim your Luxury Vacation.,Spam
Your flight reservation to New York for Wednesday is confirmed.,Ham
Can we push the deadline for the sales strategy to next Monday?,Ham
"Let's reschedule our call to 3 PM Thursday, I have a conflict right now",Ham
Invitation: Product Launch Event next Friday at the main hall,Ham
Meeting agenda for Monday's team sync regarding sales strategy,Ham
Invitation: Product Launch Event next Thursday at the main hall,Ham
You have been selected for a free Rolex watch. Claim now!,Spam
Receipt for your recent Uber ride on Friday,Ham
Your Amazon invoice #98765 is overdue. Pay $100 immediately to avoid fees.,Spam
"I will be out of office until Tuesday. For urgent matters, contact David.",Ham
Invitation: Product Launch Event next this weekend at the main hall,Ham
"Emma called, they want you to call back as soon as possible",Ham
Happy Birthday John! Wishing you a great day and a fantastic year ahead,Ham
Earn 50 Bitcoin a day working from home doing absolutely nothing!,Spam
"Let's reschedule our call to 3 PM Wednesday, I have a conflict right now",Ham
Attached is the invoice for the Q3 budget consulting services.,Ham
Your Bank of America package has been delivered to your front porch,Ham
Meeting agenda for Friday's team sync regarding software update,Ham
Get rich quick with this secret crypto investment strategy,Spam
Earn $500 a day working from home doing absolutely nothing!,Spam
Can we push the deadline for the design feedback to next Friday?,Ham
"Your Netflix invoice #98765 is overdue. Pay 10,000 USD immediately to avoid fees.",Spam
Don't forget to submit your weekly timesheet by this weekend 5 PM,Ham
Increase your stamina and performance tonight! Special discount.,Spam
Buy cheap followers and likes for your Instagram and TikTok,Spam
Monthly software update attached for your review and approval,Ham
"Claim your inherited $50,000 from a distant relative in Africa",Spam
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Get rich quick with this secret crypto investment strategy,Spam
Thanks for the great presentation today on sales strategy! The clients loved it.,Ham
Claim your inherited 50 Bitcoin from a distant relative in Africa,Spam
Notes from the marketing report meeting have been uploaded,Ham
You have been selected for a free MacBook Pro. Claim now!,Spam
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Update on the software update schedule for Q3,Ham
Increase your stamina and performance tonight! Special discount.,Spam
"Claim your $1000 Apple Gift Card now, click the link below",Spam
Meeting agenda for Wednesday's team sync regarding Q3 budget,Ham
Your flight reservation to New York for Tuesday is confirmed.,Ham
URGENT: Your PayPal account has been locked due to suspicious activity!,Spam
Attached is the invoice for the Q3 budget consulting services.,Ham
Are you free Wednesday for a quick coffee and catch up?,Ham
Update on the design feedback schedule for Q3,Ham
Can we push the deadline for the marketing report to next Tuesday?,Ham
Can you review this pull request when you have some free time Thursday?,Ham
Are you free Thursday for a quick coffee and catch up?,Ham
Receipt for your recent Uber ride on this weekend,Ham
"Claim your $100 Google Gift Card now, click the link below",Spam
Your Apple invoice #98765 is overdue. Pay 50 Bitcoin immediately to avoid fees.,Spam
"Claim your inherited $1,000,000 from a distant relative in Africa",Spam
Invitation: Product Launch Event next Tuesday at the main hall,Ham
"Claim your inherited $50,000 from a distant relative in Africa",Spam
Increase your stamina and performance tonight! Special discount.,Spam
Lose 10kg in just one week with this magic pill! Doctor approved!,Spam
Update on the software update schedule for Q3,Ham
Don't forget to submit your weekly timesheet by Friday 5 PM,Ham
"Final notice: Pay your tax debt of $50,000 immediately to avoid jail time",Spam
